file_name,file_id,sentence_text,church_father_id,church_father_name,footnote_text,citation_parsed,detection_source,reference_type,patristic_work,patristic_text,confidence,notes
12080.xml,file12080,"Ideo et Cyprianus de ipsa legitur dixisse: „Adulterari non potest sponsa Christi, incorrupta est et pudica.",p18988,Cyprian,,,TEI,,,,,
12080.xml,file12080,"Unam domum novit, unius cubiculi sanctitatem casto pudore custodit.“Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 143-145; CSEL III/1 214, 17-19; SChr D 186, 1-3).",p18988,Cyprian,"Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 143-145; CSEL III/1 214, 17-19; SChr D 186, 1-3).","Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 143-145; CSEL III/1 214, 17-19; SChr D 186, 1-3).",TEI,,,,,
12080.xml,file12080,"Quo nimirum illud Cypriani pertinet: „Habere iam non potest deum patrem, qui ecclesiam non habet matremCyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f)..",p18988,Cyprian,"Cyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f).","Cyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f).",TEI,,,,,
12080.xml,file12080,"Quo nimirum illud Cypriani pertinet: „Habere iam non potest deum patrem, qui ecclesiam non habet matremCyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f)..",p18988,Cyprian,"Cyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f).","Cyprian, ebd. (CChr-L III 253, 149f; CSEL III/1 214, 23f; SChr D 188, 7f).",TEI,,,,,
12080.xml,file12080,"Haec nos deo servat, haec filios regno, quos generavit, assignatCyprian, ebd. (CChr-L III 253, 145f; CSEL III/1 214, 191; SChr D 186, 3f)..",p18988,Cyprian,"Cyprian, ebd. (CChr-L III 253, 145f; CSEL III/1 214, 191; SChr D 186, 3f).","Cyprian, ebd. (CChr-L III 253, 145f; CSEL III/1 214, 191; SChr D 186, 3f).",TEI,,,,,
12080.xml,file12080,"Quisquis ab ecclesia segregatus adulterae iungitur, a promissis ecclesiae separatur“Cyprian, ebd. (CChr-L III 253, 146f; CSEL III/1 214, 20f; SChr D 186, 4f). etc.",p18988,Cyprian,"Cyprian, ebd. (CChr-L III 253, 146f; CSEL III/1 214, 20f; SChr D 186, 4f).","Cyprian, ebd. (CChr-L III 253, 146f; CSEL III/1 214, 20f; SChr D 186, 4f).",TEI,,,,,
12080.xml,file12080,"De ecclesia hac Christi vera disputans vetus scriptor Lactantius libro Institut[ionum] 4.In der Vorlage: 5. capite 30.: „Sola“, inquit, „catholica ecclesia est, quae verum cultum retinetIn der Marginalie: Extra ecclesiam Christi nulla salus..",p19001,Lucius Caecilius Firmianus Lactantius (Laktanz),,,TEI,,,,,
12080.xml,file12080,"Hic est fons veritatis, hoc est domicilium fidei, hoc templum dei, quo si quis non intraverit, vel a quo si quis exiverit, a spe vitae ac salutis aeternae alienus est.“Laktanz, Divinae institutiones, IV 30, 11 (CSEL XIX/1/2 396, 8-11; SChr CCCLXXVII 246-248).",p19001,Lucius Caecilius Firmianus Lactantius (Laktanz),"Laktanz, Divinae institutiones, IV 30, 11 (CSEL XIX/1/2 396, 8-11; SChr CCCLXXVII 246-248).","Laktanz, Divinae institutiones, IV 30, 11 (CSEL XIX/1/2 396, 8-11; SChr CCCLXXVII 246-248).",TEI,,,,,
12080.xml,file12080,"Cyprianus quoque martyr de simplicitate praelatorum: „Quisquis“, inquit, „ab ecclesia segregatus, iungitur adulterae, a promissis ecclesiae separatur.",p18988,Cyprian,,,TEI,,,,,
12080.xml,file12080,"Si potuit evadere, qui extra arcam Noe fuit, et, qui extra ecclesiam foris fuerit, evadit“Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 146-151; CSEL III/1 214, 20-25; SChr D 186, 4-188, 10). etc.",p18988,Cyprian,"Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 146-151; CSEL III/1 214, 20-25; SChr D 186, 4-188, 10).","Cyprian, Liber de catholicae ecclesiae unitate 6 (CChr-L III 253, 146-151; CSEL III/1 214, 20-25; SChr D 186, 4-188, 10).",TEI,,,,,
12080.xml,file12080,"Huc pertinet, quod sanctus Augustinus libro Adversus Faustum Manicheum 19. capite 11. in haec verba scribit: „In nullum nomen religionis, seu verum, seu falsum, coagulari homines possunt, nisi aliquo signaculorum seu sacramentorum visibilium consortio colligentur.“Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).",p18700,Augustinus von Hippo,"Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).","Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).",TEI,,,,,
12080.xml,file12080,"Huc pertinet, quod sanctus Augustinus libro Adversus Faustum Manicheum 19. capite 11. in haec verba scribit: „In nullum nomen religionis, seu verum, seu falsum, coagulari homines possunt, nisi aliquo signaculorum seu sacramentorum visibilium consortio colligentur.“Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).",p18700,Augustinus von Hippo,"Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).","Augustin, Contra Faustum Manichaeum, 19,11 (MPL XLII 355; CSEL XXV/I 510, 1-4).",TEI,,,,,
12080.xml,file12080,"Atque idem authorAugustin. non uno in loco, sicut et TertullianusBullinger denkt etwa an Tertullian, Adv. Marc. 4, 34 (MPL II 442C; CSEL XLVII 534, 15f; CChr-L I 636, 15f), wo von einer Zulassung ""ad sacramentum baptismatis et eucharistiae"" die Rede ist. -Siehe dazu Josef Finkenzeller, Die Lehre von den Sakramenten im allgemeinen. Von der Schrift bis zur Scholastik, Freiburg-Basel-Wien 1980. - Handbuch der Dogmengeschichte IV/1a, S. 29f., sacramenta illa Christianae societatis recensens numerat non septem illa papistica, sed duo christiana, baptismum et coenam dominicamVgl. Josef Finkenzeller, aaO, S. 60..",p18700,Augustinus von Hippo,"Vgl. Josef Finkenzeller, aaO, S. 60.","Josef Finkenzeller, aaO,  60.",TEI,,,,,
12080.xml,file12080,"Atque idem authorAugustin. non uno in loco, sicut et TertullianusBullinger denkt etwa an Tertullian, Adv. Marc. 4, 34 (MPL II 442C; CSEL XLVII 534, 15f; CChr-L I 636, 15f), wo von einer Zulassung ""ad sacramentum baptismatis et eucharistiae"" die Rede ist. -Siehe dazu Josef Finkenzeller, Die Lehre von den Sakramenten im allgemeinen. Von der Schrift bis zur Scholastik, Freiburg-Basel-Wien 1980. - Handbuch der Dogmengeschichte IV/1a, S. 29f., sacramenta illa Christianae societatis recensens numerat non septem illa papistica, sed duo christiana, baptismum et coenam dominicamVgl. Josef Finkenzeller, aaO, S. 60..",p17746,Quintus Septimius Florens Tertullian,"Vgl. Josef Finkenzeller, aaO, S. 60.","Josef Finkenzeller, aaO,  60.",TEI,,,,,
12080.xml,file12080,"Atque idem authorAugustin. non uno in loco, sicut et TertullianusBullinger denkt etwa an Tertullian, Adv. Marc. 4, 34 (MPL II 442C; CSEL XLVII 534, 15f; CChr-L I 636, 15f), wo von einer Zulassung ""ad sacramentum baptismatis et eucharistiae"" die Rede ist. -Siehe dazu Josef Finkenzeller, Die Lehre von den Sakramenten im allgemeinen. Von der Schrift bis zur Scholastik, Freiburg-Basel-Wien 1980. - Handbuch der Dogmengeschichte IV/1a, S. 29f., sacramenta illa Christianae societatis recensens numerat non septem illa papistica, sed duo christiana, baptismum et coenam dominicamVgl. Josef Finkenzeller, aaO, S. 60..",p17746,Quintus Septimius Florens Tertullian,"Vgl. Josef Finkenzeller, aaO, S. 60.","Josef Finkenzeller, aaO,  60.",TEI,,,,,
12080.xml,file12080,"Sanctus Augustinus de hac re graviter ad Ianuarium disputans inter alia egregie dicit: „Nulla disciplina est in his melior gravi prudentique Christiano, quam ut eo modo agat, quo agere viderit ecclesiam; ad quancunque forte devenerit.",p18700,Augustinus von Hippo,,,TEI,,,,,
12080.xml,file12080,"Quod enim neque contra fidem neque contra bonos mores iniungitur, indifferenter est habendum, et pro eorum, inter quos vivitur, societate servandum est.“Augustin, Epist. 54, 2, 2 (MPL XXXIII 200; CSEL XXXIV 160, 10-15; CChr-L XXXI 227, 32-37).",p18700,Augustinus von Hippo,"Augustin, Epist. 54, 2, 2 (MPL XXXIII 200; CSEL XXXIV 160, 10-15; CChr-L XXXI 227, 32-37).","Augustin, Epist. 54, 2, 2 (MPL XXXIII 200; CSEL XXXIV 160, 10-15; CChr-L XXXI 227, 32-37).",TEI,,,,,
12080.xml,file12080,"Confirmat item debiles, excitat desides, consolatur tristes; relinquit et calcat praesentia, caduca et terrena,praesentia, caduca et terrena: Origenes (übersetzt von Rufin), Homiliae in librum Iudicum 1, 1 (SChr CCCLXXXIX 60, 99f). ut apprehendat teneatque futura illa et aeterna sponsi sui adamati bonaVgl. Hebr 11..",p18889,Rufinus von Aquileia,Vgl. Hebr 11.,Hebr 11.,TEI,,,,,
10640.xml,file10640,"Verba, quae ascribisOben Nr. 601, 9-12., prope Chrysostomiin der Vorlage Chrystomi. sunt ex opere De dignitate sacerdotaliVgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f)., nec dubito, quin intelligat ipse sua ipsius verba per hyperbolen et amplificationem.",p4541,Johannes Chrysostomus,"Vgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).","Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).",TEI,,,,,
10640.xml,file10640,"Verba, quae ascribisOben Nr. 601, 9-12., prope Chrysostomiin der Vorlage Chrystomi. sunt ex opere De dignitate sacerdotaliVgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f)., nec dubito, quin intelligat ipse sua ipsius verba per hyperbolen et amplificationem.",p4541,Johannes Chrysostomus,"Vgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).","Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).",TEI,,,,,
10640.xml,file10640,"Verba, quae ascribisOben Nr. 601, 9-12., prope Chrysostomiin der Vorlage Chrystomi. sunt ex opere De dignitate sacerdotaliVgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f)., nec dubito, quin intelligat ipse sua ipsius verba per hyperbolen et amplificationem.",p4541,Johannes Chrysostomus,"Vgl. Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).","Chrysostomus, De sacerdotio III/4; VI/4 (Sources Chrétiennes 272 142-145. 316f).",TEI,,,,,
1791.xml,file1791,"In fine disputationis concludo cum Paulo et Augustino nihil quoad gratiam dei et salutem aeternam tribuendum operibus, sed totum gratiae dei et electioni.",p18700,Augustinus von Hippo,,,TEI,,,,,
205.xml,file205,"Quod ad cuasam sacramentariam attinet, de qua certarunt, hoc de me in conspectu Christi bona cum conscientia testari possum, quod, quicquid carnalium, crassiorum et absurdiorum sensuum quasi quoddam coenum illi infertur, ex animo detestor sciens rem ipsam ut spiritualem, de qua Chrysostomus dicit: [Griechisch] spirituales quoque syncerę fidei requirere sensus, et quicquid illius symbolo externo ac visibili tribuitur, non proprie, sed symbolice et sacramentaliter esse intelligendum.",p4541,Johannes Chrysostomus,,,TEI,,,,,
10250.xml,file10250,"Illa enim habet: «Hoc facite in mei memoriam» [1 Kor 11, 24 par.], hi: «Hoc significat vel figurat corpus meum»Bullinger denkt u. a. an Zitate aus Werken Tertullians und Augustins, die in der Abendmahlskontroverse früher schon angeführt worden waren, s. oben [Nr. 170] S. 30, 21-23 und Anm. 12 und 13, sowie S. 32, 11-13 und Anm. 6; vgl. noch Z V 972f..",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
10250.xml,file10250,"Illa enim habet: «Hoc facite in mei memoriam» [1 Kor 11, 24 par.], hi: «Hoc significat vel figurat corpus meum»Bullinger denkt u. a. an Zitate aus Werken Tertullians und Augustins, die in der Abendmahlskontroverse früher schon angeführt worden waren, s. oben [Nr. 170] S. 30, 21-23 und Anm. 12 und 13, sowie S. 32, 11-13 und Anm. 6; vgl. noch Z V 972f..",p18700,Augustinus von Hippo,,,TEI,,,,,
5722.xml,file5722,"Athanasii Alexandrini quodam episcopi est, abicere et conculcare audent.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
7646.xml,file7646,"nachtmal von alter her dermaßen eingewurzelt und in brauch kommen, daß ihn Ambrosius bischoff zu Mejland auch an dem herrlichen kaiser Theodosio einem guten christen gebraucht, doch mit was fugen, lassend wir jezund in synem werth stahn und bleiben.",p18993,Ambrosius von Mailand,,,TEI,,,,,
7646.xml,file7646,"- Philippus Melanchthon in seiner Chronica zeigt gründlich uß den historien an, daß die that Theodosii um derentwillen er vom Ambrosio ußgeschlossen ward, nit under die tyrannischen thaten zu ziehen seje.",p18993,Ambrosius von Mailand,,,TEI,,,,,
12334.xml,file12334,"Quapropter tuum erit id boni consulere nec aliter interpretari, quam ipsa habet veritas, deinde, quod a me petis, mihi quoque non denegare, nempe ut et ipse parumper a vobis dissentientem feras, quanquam, si recte meam sententiam consyderes, mirum, si dissentire queas, cum plane nihil habeat carnalium cogitationum nec quicquam ei sententię detrahat, qua Augustinus dicit: „Immortalitatem dedit; naturam non abstulit“,Augustin, Epistulae, 187 (De praesentia dei liber), 2, 10 (CSEL LVII 89, 13). - Zitiert in Musculus' Kommentar (VD 16 M 7284) zu Mt 26, 26-29. et illi: „Oportet Christum esse in uno coeli loco et non ubique secundum corpus diffusum“;Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f). quod adiectę similitudinesIm schon erwähnten Kommentar von Musculus zu Mt 26, 26-29. satis, opinor, declarant.",p18700,Augustinus von Hippo,"Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).","Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).",TEI,,,,,
12334.xml,file12334,"Quapropter tuum erit id boni consulere nec aliter interpretari, quam ipsa habet veritas, deinde, quod a me petis, mihi quoque non denegare, nempe ut et ipse parumper a vobis dissentientem feras, quanquam, si recte meam sententiam consyderes, mirum, si dissentire queas, cum plane nihil habeat carnalium cogitationum nec quicquam ei sententię detrahat, qua Augustinus dicit: „Immortalitatem dedit; naturam non abstulit“,Augustin, Epistulae, 187 (De praesentia dei liber), 2, 10 (CSEL LVII 89, 13). - Zitiert in Musculus' Kommentar (VD 16 M 7284) zu Mt 26, 26-29. et illi: „Oportet Christum esse in uno coeli loco et non ubique secundum corpus diffusum“;Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f). quod adiectę similitudinesIm schon erwähnten Kommentar von Musculus zu Mt 26, 26-29. satis, opinor, declarant.",p18700,Augustinus von Hippo,"Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).","Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).",TEI,,,,,
12334.xml,file12334,"Quapropter tuum erit id boni consulere nec aliter interpretari, quam ipsa habet veritas, deinde, quod a me petis, mihi quoque non denegare, nempe ut et ipse parumper a vobis dissentientem feras, quanquam, si recte meam sententiam consyderes, mirum, si dissentire queas, cum plane nihil habeat carnalium cogitationum nec quicquam ei sententię detrahat, qua Augustinus dicit: „Immortalitatem dedit; naturam non abstulit“,Augustin, Epistulae, 187 (De praesentia dei liber), 2, 10 (CSEL LVII 89, 13). - Zitiert in Musculus' Kommentar (VD 16 M 7284) zu Mt 26, 26-29. et illi: „Oportet Christum esse in uno coeli loco et non ubique secundum corpus diffusum“;Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f). quod adiectę similitudinesIm schon erwähnten Kommentar von Musculus zu Mt 26, 26-29. satis, opinor, declarant.",p18700,Augustinus von Hippo,"Vgl. Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).","Augustin, In evangelium Iohannis tractatus, XXX, 1 (CChr-L XXXVI 289, 17f).",TEI,,,,,
12452.xml,file12452,"Tacianum Gessneri,Konrad Gessners Tatian-Übersetzung im zweiten Teil des Sammeldrucks ""Sententiarum sive capitum theologicorum"" (mit den lateinischen Übersetzungen). Die Tatian-Übersetzung war Frölich gewidmet; s. Nr. 2367,73-78 mit Anm. 31. imo meum, iam cum adulescente MarcoMarkus (Marx) [...]: s. Nr. 2403 und Anm. 32, und unten Anm. 68. accepi.",p20001,Tatian,,,TEI,,,,,
12452.xml,file12452,"Tacianum Gessneri,Konrad Gessners Tatian-Übersetzung im zweiten Teil des Sammeldrucks ""Sententiarum sive capitum theologicorum"" (mit den lateinischen Übersetzungen). Die Tatian-Übersetzung war Frölich gewidmet; s. Nr. 2367,73-78 mit Anm. 31. imo meum, iam cum adulescente MarcoMarkus (Marx) [...]: s. Nr. 2403 und Anm. 32, und unten Anm. 68. accepi.",p20001,Tatian,,,TEI,,,,,
12452.xml,file12452,"Tacianum Gessneri,Konrad Gessners Tatian-Übersetzung im zweiten Teil des Sammeldrucks ""Sententiarum sive capitum theologicorum"" (mit den lateinischen Übersetzungen). Die Tatian-Übersetzung war Frölich gewidmet; s. Nr. 2367,73-78 mit Anm. 31. imo meum, iam cum adulescente MarcoMarkus (Marx) [...]: s. Nr. 2403 und Anm. 32, und unten Anm. 68. accepi.",p20001,Tatian,,,TEI,,,,,
3385.xml,file3385,"Exurit libros Romae Paulus 4. et quidem Erasmi Roterodami omnes, unde et Cyprianus, Hieronymus et Augustinus comburuntur, eo quod scholiis Erasmi fuit (ut os foetulentum ait) coinquinatum, et quo plus pretextus vel coloris habeat factum eius, exussit et Bocatii quosdam libros, item Tibullum, Propertium, Catullum etc.",p18988,Cyprian,,,TEI,,,,,
11826.xml,file11826,"Ad quod respondemus exomologesimExhomologese (Sündenbekenntnis) bezeichnet bei Tertullian die öffentliche Bußdiziplin, vgl. Reinhard Messner, in: LThK3 III 1111. ritum fuisse veteribus certis constantem ceremoniis adeoque disciplinam.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
11826.xml,file11826,"Videre hoc licet in lib. Tertulliani De poenitentia circa finem propemodum;Tertullian, De poenitentia, 9 (CChr I 336). eius exemplum extat Eccles[iastica] histo[ria] lib. 5., cap. ultBullinger bezieht sich auf Eusebius von Caesarea, Historia ecclesiastica, 5, 28, 12 (SChr XLI 760..",p17746,Quintus Septimius Florens Tertullian,"Tertullian, De poenitentia, 9 (CChr I 336).","Tertullian, De poenitentia, 9 (CChr I 336).",TEI,,,,,
11826.xml,file11826,"Videre hoc licet in lib. Tertulliani De poenitentia circa finem propemodum;Tertullian, De poenitentia, 9 (CChr I 336). eius exemplum extat Eccles[iastica] histo[ria] lib. 5., cap. ultBullinger bezieht sich auf Eusebius von Caesarea, Historia ecclesiastica, 5, 28, 12 (SChr XLI 760..",p17746,Quintus Septimius Florens Tertullian,"Tertullian, De poenitentia, 9 (CChr I 336).","Tertullian, De poenitentia, 9 (CChr I 336).",TEI,,,,,
11826.xml,file11826,"Videre hoc licet in lib. Tertulliani De poenitentia circa finem propemodum;Tertullian, De poenitentia, 9 (CChr I 336). eius exemplum extat Eccles[iastica] histo[ria] lib. 5., cap. ultBullinger bezieht sich auf Eusebius von Caesarea, Historia ecclesiastica, 5, 28, 12 (SChr XLI 760..",p17899,Eusebius von Caesarea,"Tertullian, De poenitentia, 9 (CChr I 336).","Tertullian, De poenitentia, 9 (CChr I 336).",TEI,,,,,
